@relation '1 train'

@attribute station numeric
@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute hour numeric
@attribute temperature numeric
@attribute energy numeric

@data
1,2005,5,17,12,70,13077
1,2005,5,17,13,71,13128
1,2005,5,17,14,71,13166
1,2005,5,17,15,71,13076
1,2005,5,17,16,71,13490
1,2005,5,17,17,70,14197
1,2005,5,17,18,69,15420
1,2005,5,17,19,65,16007
1,2005,5,17,20,63,16286
1,2005,5,17,21,61,16821
1,2005,5,17,22,58,17033
1,2005,5,17,23,58,14745
1,2005,5,17,24,56,12340
1,2005,5,18,1,56,10678
1,2005,5,18,2,56,9963
1,2005,5,18,3,55,9680
1,2005,5,18,4,55,9545
1,2005,5,18,5,55,9882
1,2005,5,18,6,56,11685
1,2005,5,18,7,57,14553
1,2005,5,18,8,61,15231
1,2005,5,18,9,64,13861
1,2005,5,18,10,64,13859
1,2005,5,18,11,66,13672
1,2005,5,18,12,68,13287
1,2005,5,18,13,70,13488
1,2005,5,18,14,71,14068
1,2005,5,18,15,72,15060
1,2005,5,18,16,71,16263
1,2005,5,18,17,70,17492
1,2005,5,18,18,69,18194
1,2005,5,18,19,66,18326
1,2005,5,18,20,64,17926
1,2005,5,18,21,61,18497
1,2005,5,18,22,61,18427
1,2005,5,18,23,60,15788
1,2005,5,18,24,61,12831
1,2005,5,19,1,58,11101
1,2005,5,19,2,59,10371
1,2005,5,19,3,58,10063
1,2005,5,19,4,61,9858
1,2005,5,19,5,62,10120
1,2005,5,19,6,61,11555
1,2005,5,19,7,62,13814
1,2005,5,19,8,63,14895
1,2005,5,19,9,65,13900
1,2005,5,19,10,68,13742
1,2005,5,19,11,70,13957
1,2005,5,19,12,70,13926
1,2005,5,19,13,70,13436
1,2005,5,19,14,69,13516
1,2005,5,19,15,67,13397
1,2005,5,19,16,65,13628
1,2005,5,19,17,65,14550
1,2005,5,19,18,65,15071
1,2005,5,19,19,64,15609
1,2005,5,19,20,64,16687
1,2005,5,19,21,64,17221
1,2005,5,19,22,63,16720
1,2005,5,19,23,63,14360
1,2005,5,19,24,64,11501
1,2005,5,20,1,62,10645
1,2005,5,20,2,64,9259
1,2005,5,20,3,64,9408
1,2005,5,20,4,64,9476
1,2005,5,20,5,65,9940
1,2005,5,20,6,65,11219
1,2005,5,20,7,66,13347
1,2005,5,20,8,67,14305
1,2005,5,20,9,68,13905
1,2005,5,20,10,70,14091
1,2005,5,20,11,71,14271
1,2005,5,20,12,72,14250
1,2005,5,20,13,71,14265
1,2005,5,20,14,72,14231
1,2005,5,20,15,73,14045
1,2005,5,20,16,78,14117
1,2005,5,20,17,71,14379
1,2005,5,20,18,63,14456
1,2005,5,20,19,60,14768
1,2005,5,20,20,57,14894
1,2005,5,20,21,57,15284
1,2005,5,20,22,57,14920
1,2005,5,20,23,57,13132
1,2005,5,20,24,57,11565
1,2005,5,21,10,62,14714
1,2005,5,21,11,65,14516
1,2005,5,21,12,66,13916
1,2005,5,21,13,68,13995
1,2005,5,21,14,69,13810
1,2005,5,21,15,70,13742
1,2005,5,21,16,70,14237
1,2005,5,21,17,69,15186
1,2005,5,21,18,66,15690
1,2005,5,21,19,64,15750
1,2005,5,21,20,60,15275
1,2005,5,21,21,57,15396
1,2005,5,21,22,57,15376
1,2005,5,21,23,56,13958
1,2005,5,21,24,56,11643
1,2005,5,22,5,58,8693
1,2005,5,22,6,59,9031
1,2005,5,22,7,59,10010
1,2005,5,22,8,64,12095
1,2005,5,22,9,68,14212
1,2005,5,22,10,71,15074
1,2005,5,22,11,72,14601
1,2005,5,22,12,73,14307
1,2005,5,22,13,73,14674
1,2005,5,22,14,75,14862
1,2005,5,22,15,76,15037
1,2005,5,22,16,77,15078
1,2005,5,22,17,77,15514
1,2005,5,22,18,77,15870
1,2005,5,22,19,74,16110
1,2005,5,22,20,69,16231
1,2005,5,22,21,65,16382
1,2005,5,22,22,65,15660
1,2005,5,22,23,65,14477
1,2005,5,22,24,65,12409
1,2005,5,23,1,65,10611
1,2005,5,23,2,65,9922
1,2005,5,23,3,66,9584
1,2005,5,23,4,65,9497
1,2005,5,23,5,64,9833
1,2005,5,23,6,62,11150
1,2005,5,23,7,62,13693
1,2005,5,23,8,65,14548
1,2005,5,23,9,70,13960
1,2005,5,23,10,72,13858
1,2005,5,23,11,74,14184
1,2005,5,23,12,76,14502
1,2005,5,23,13,75,14995
1,2005,5,23,14,78,15612
1,2005,5,23,15,75,15313
1,2005,5,23,16,72,15538
1,2005,5,23,17,71,16685
1,2005,5,23,18,64,17583
1,2005,5,23,19,60,17413
1,2005,5,23,20,60,17603
1,2005,5,23,21,58,18108
1,2005,5,23,22,59,17584
1,2005,5,23,23,59,15056
1,2005,5,23,24,59,12372
1,2005,5,24,1,59,10736
1,2005,5,24,2,59,9992
1,2005,5,24,3,59,9852
1,2005,5,24,4,60,9529
1,2005,5,24,5,60,9816
1,2005,5,24,6,60,11144
1,2005,5,24,7,59,13695
1,2005,5,24,8,57,14456
1,2005,5,24,9,59,13614
1,2005,5,24,10,60,13516
1,2005,5,24,11,61,13305
1,2005,5,24,12,63,12881
1,2005,5,24,13,62,12796
1,2005,5,24,14,63,12842
1,2005,5,24,15,60,12649
1,2005,5,24,16,61,13282
1,2005,5,24,17,60,14344
1,2005,5,24,18,59,15078
1,2005,5,24,19,58,16030
1,2005,5,24,20,56,16289
1,2005,5,24,21,56,16188
1,2005,5,24,22,56,15753
1,2005,5,24,23,56,14154
1,2005,5,24,24,56,12164
1,2005,5,25,1,56,10943
1,2005,5,25,2,54,10324
1,2005,5,25,3,54,10302
1,2005,5,25,4,54,10239
1,2005,5,25,5,54,10879
1,2005,5,25,6,54,12388
1,2005,5,25,7,55,15376
1,2005,5,25,8,55,16021
1,2005,5,25,9,56,14981
1,2005,5,25,10,57,14359
1,2005,5,25,11,58,13681
1,2005,5,25,12,59,13370
1,2005,5,25,13,61,13417
1,2005,5,25,14,58,12935
1,2005,5,25,15,58,12406
1,2005,5,25,16,56,12723
1,2005,5,25,17,57,13149
1,2005,5,25,18,55,14057
1,2005,5,25,19,54,14701
1,2005,5,25,20,55,15426
1,2005,5,25,21,54,16173
1,2005,5,25,22,56,15774
1,2005,5,25,23,56,14115
1,2005,5,25,24,56,12174
1,2005,5,26,1,56,10693
1,2005,5,26,2,56,10242
1,2005,5,26,3,56,10374
1,2005,5,26,4,59,10098
1,2005,5,26,5,59,10687
1,2005,5,26,6,61,12320
1,2005,5,26,7,61,14976
1,2005,5,26,8,62,15300
1,2005,5,26,9,63,14289
1,2005,5,26,10,66,13927
1,2005,5,26,11,69,13623
1,2005,5,26,12,70,13148
1,2005,5,26,13,71,13513
1,2005,5,26,14,70,13836
1,2005,5,26,15,71,14041
1,2005,5,26,16,72,14841
1,2005,5,26,17,75,16162
1,2005,5,26,18,72,17302
1,2005,5,26,19,68,18219
1,2005,5,26,20,65,18089
1,2005,5,26,21,63,18091
1,2005,5,26,22,62,18286
1,2005,5,26,23,62,15748
1,2005,5,26,24,62,12981
1,2005,5,27,1,62,11121
1,2005,5,27,2,64,10293
1,2005,5,27,3,63,9831
1,2005,5,27,4,65,9612
1,2005,5,27,5,65,9842
1,2005,5,27,6,65,11193
1,2005,5,27,7,68,14006
1,2005,5,27,8,71,14587
1,2005,5,27,9,75,14035
1,2005,5,27,10,79,14136
1,2005,5,27,11,80,14254
1,2005,5,27,12,81,14327
1,2005,5,27,13,83,14580
1,2005,5,27,14,83,14556
1,2005,5,27,15,83,15167
1,2005,5,27,16,83,15976
1,2005,5,27,17,85,17406
1,2005,5,27,18,82,18570
1,2005,5,27,19,79,18887
1,2005,5,27,20,76,18479
1,2005,5,27,21,73,17958
1,2005,5,27,22,70,17852
1,2005,5,27,23,71,16087
1,2005,5,27,24,67,13468
1,2005,5,28,1,65,11407
1,2005,5,28,2,65,10138
1,2005,5,28,3,64,9480
1,2005,5,28,4,64,9076
1,2005,5,28,5,64,9046
1,2005,5,28,6,66,9476
1,2005,5,28,7,66,10418
1,2005,5,28,8,70,12102
1,2005,5,28,9,69,14215
1,2005,5,28,10,72,15036
1,2005,5,28,11,71,15549
1,2005,5,28,12,72,15726
1,2005,5,28,13,74,15178
1,2005,5,28,14,73,14734
1,2005,5,28,15,73,14750
1,2005,5,28,16,73,15624
1,2005,5,28,17,75,16445
1,2005,5,28,18,73,17341
1,2005,5,28,19,73,17655
1,2005,5,28,20,71,17076
1,2005,5,28,21,69,16948
1,2005,5,28,22,64,17271
1,2005,5,28,23,62,15520
1,2005,5,28,24,59,12833
1,2005,5,29,1,58,10760
1,2005,5,29,2,56,9651
1,2005,5,29,3,56,9135
1,2005,5,29,4,55,8917
1,2005,5,29,5,55,8879
1,2005,5,29,6,55,9172
1,2005,5,29,7,60,10264
1,2005,5,29,8,69,12633
1,2005,5,29,9,72,14886
1,2005,5,29,10,74,15937
1,2005,5,29,11,75,16405
1,2005,5,29,12,76,16517
1,2005,5,29,13,76,16724
1,2005,5,29,14,80,16873
1,2005,5,29,15,80,16678
1,2005,5,29,16,79,17030
1,2005,5,29,17,78,17462
1,2005,5,29,18,78,17838
1,2005,5,29,19,75,17628
1,2005,5,29,20,74,17165
1,2005,5,29,21,69,17219
1,2005,5,29,22,67,17587
1,2005,5,29,23,66,15429
1,2005,5,29,24,67,13125
1,2005,5,30,1,66,10708
1,2005,5,30,2,66,9640
1,2005,5,30,3,63,9148
1,2005,5,30,4,63,8916
1,2005,5,30,5,63,8874
1,2005,5,30,6,62,9245
1,2005,5,30,7,64,9872
1,2005,5,30,8,71,11686
1,2005,5,30,9,75,14345
1,2005,5,30,10,77,16567
1,2005,5,30,11,79,17442
1,2005,5,30,12,79,17628
1,2005,5,30,13,80,17772
1,2005,5,30,14,79,17882
1,2005,5,30,15,78,18114
1,2005,5,30,16,78,18838
1,2005,5,30,17,76,20236
1,2005,5,30,18,75,20749
1,2005,5,30,19,74,20307
1,2005,5,30,20,71,19241
1,2005,5,30,21,69,18863
1,2005,5,30,22,67,18382
1,2005,5,30,23,67,16531
1,2005,5,30,24,67,13754
1,2005,5,31,10,69,14269
1,2005,5,31,11,71,14299
1,2005,5,31,12,73,14904
1,2005,5,31,13,73,15417
1,2005,5,31,14,75,15891
1,2005,5,31,15,77,16303
1,2005,5,31,16,77,17229
1,2005,5,31,17,75,18238
1,2005,5,31,18,74,19222
1,2005,5,31,19,74,19255
1,2005,5,31,20,71,18457
1,2005,5,31,21,66,18441
1,2005,5,31,22,64,18680
1,2005,5,31,23,64,16078
1,2005,5,31,24,60,13055
1,2005,6,1,1,59,11321
1,2005,6,1,2,58,10530
1,2005,6,1,3,58,10178
1,2005,6,1,4,57,9890
1,2005,6,1,5,56,10106
1,2005,6,1,6,56,11607
1,2005,6,1,7,61,13952
1,2005,6,1,8,68,14684
1,2005,6,1,9,71,13523
1,2005,6,1,10,71,13383
1,2005,6,1,11,72,15654
1,2005,6,1,12,72,14066
1,2005,6,1,13,72,13115
1,2005,6,1,14,71,12296
1,2005,6,1,15,69,12068
1,2005,6,1,16,69,12137
1,2005,6,1,17,69,12849
1,2005,6,1,18,66,15136
1,2005,6,1,19,65,17634
1,2005,6,1,20,64,16588
1,2005,6,1,21,63,13611
1,2005,6,1,22,63,12244
1,2005,6,1,23,62,11364
1,2005,6,1,24,62,10784
1,2005,6,2,1,62,10955
1,2005,6,2,2,62,10359
1,2005,6,2,3,62,10003
1,2005,6,2,4,62,9931
1,2005,6,2,5,62,10302
1,2005,6,2,6,63,11820
1,2005,6,2,7,63,14388
1,2005,6,2,8,62,15346
1,2005,6,2,9,62,14599
1,2005,6,2,10,63,14640
1,2005,6,2,11,63,14931
1,2005,6,2,12,63,14815
1,2005,6,2,13,63,14461
1,2005,6,2,14,63,14081
1,2005,6,2,15,63,13681
1,2005,6,2,16,63,13856
1,2005,6,2,17,63,14697
1,2005,6,2,18,63,15879
1,2005,6,2,19,63,16047
1,2005,6,2,20,63,16624
1,2005,6,2,21,63,17219
1,2005,6,2,22,63,16692
1,2005,6,2,23,63,14584
1,2005,6,2,24,63,12554
1,2005,6,3,1,63,11187
1,2005,6,3,2,65,10742
1,2005,6,3,3,65,10409
1,2005,6,3,4,65,10225
1,2005,6,3,5,65,10585
1,2005,6,3,6,65,11743
1,2005,6,3,7,64,14057
1,2005,6,3,8,65,14915
1,2005,6,3,9,66,14477
1,2005,6,3,10,67,14741
1,2005,6,3,11,67,14440
1,2005,6,3,12,67,13931
1,2005,6,3,13,69,13471
1,2005,6,3,14,69,13428
1,2005,6,3,15,69,13162
1,2005,6,3,16,69,13275
1,2005,6,3,17,69,14154
1,2005,6,3,18,71,14796
1,2005,6,3,19,69,14961
1,2005,6,3,20,69,15096
1,2005,6,3,21,69,15672
1,2005,6,3,22,69,15959
1,2005,6,3,23,69,14518
1,2005,6,3,24,69,12667
1,2005,6,4,1,69,11124
1,2005,6,4,2,69,10201
1,2005,6,4,3,69,9794
1,2005,6,4,4,68,9597
1,2005,6,4,5,67,9644
1,2005,6,4,6,67,9902
1,2005,6,4,7,69,10735
1,2005,6,4,8,71,12261
1,2005,6,4,9,72,14205
1,2005,6,4,10,74,15462
1,2005,6,4,11,74,16080
1,2005,6,4,12,76,16534
1,2005,6,4,13,78,16838
1,2005,6,4,14,76,17499
1,2005,6,4,15,78,18443
1,2005,6,4,16,79,19573
1,2005,6,4,17,78,20779
1,2005,6,4,18,78,21548
1,2005,6,4,19,76,21787
1,2005,6,4,20,74,20997
1,2005,6,4,21,71,20331
1,2005,6,4,22,69,19316
1,2005,6,4,23,69,17314
1,2005,6,4,24,67,15206
1,2005,6,5,1,66,12964
1,2005,6,5,2,65,11745
1,2005,6,5,3,65,10773
1,2005,6,5,4,67,10109
1,2005,6,5,5,67,9840
1,2005,6,5,6,68,9827
1,2005,6,5,7,69,10344
1,2005,6,5,8,74,12572
1,2005,6,5,9,79,15542
1,2005,6,5,10,81,17798
1,2005,6,5,11,82,19207
1,2005,6,5,12,84,20922
1,2005,6,5,13,86,22226
1,2005,6,5,14,87,23221
1,2005,6,5,15,88,24460
1,2005,6,5,16,87,25399
1,2005,6,5,17,86,26391
1,2005,6,5,18,83,27081
1,2005,6,5,19,81,26610
1,2005,6,5,20,79,25485
1,2005,6,5,21,75,24380
1,2005,6,5,22,75,24067
1,2005,6,5,23,75,21761
1,2005,6,5,24,74,18115
1,2005,6,6,1,74,15273
1,2005,6,6,2,74,13790
1,2005,6,6,3,73,12822
1,2005,6,6,4,73,12156
1,2005,6,6,5,72,12206
1,2005,6,6,6,72,13254
1,2005,6,6,7,74,15396
1,2005,6,6,8,79,16419
1,2005,6,6,9,83,16942
1,2005,6,6,10,86,17996
1,2005,6,6,11,89,20096
1,2005,6,6,12,88,22325
1,2005,6,6,13,90,24173
1,2005,6,6,14,89,25638
1,2005,6,6,15,86,26898
1,2005,6,6,16,84,28142
1,2005,6,6,17,85,29452
1,2005,6,6,18,84,30110
1,2005,6,6,19,82,29736
1,2005,6,6,20,81,28126
1,2005,6,6,21,79,26016
1,2005,6,6,22,77,23193
1,2005,6,6,23,76,20162
1,2005,6,6,24,76,16624
1,2005,6,7,1,78,14383
1,2005,6,7,2,74,13115
1,2005,6,7,3,74,12147
1,2005,6,7,4,74,11680
1,2005,6,7,5,73,11770
1,2005,6,7,6,72,12825
1,2005,6,7,7,71,14899
1,2005,6,7,8,74,15051
1,2005,6,7,9,78,15430
1,2005,6,7,10,81,16602
1,2005,6,7,11,86,18102
1,2005,6,7,12,85,19097
1,2005,6,7,13,85,21066
1,2005,6,7,14,87,23013
1,2005,6,7,15,88,24095
1,2005,6,7,16,87,24183
1,2005,6,7,17,86,24439
1,2005,6,7,18,84,24997
1,2005,6,7,19,86,24788
1,2005,6,7,20,83,24140
1,2005,6,7,21,79,23609
1,2005,6,7,22,77,22635
1,2005,6,7,23,76,19656
1,2005,6,7,24,75,16099
1,2005,6,8,1,75,14056
1,2005,6,8,2,73,12845
1,2005,6,8,3,73,12150
1,2005,6,8,4,74,11483
1,2005,6,8,5,73,11721
1,2005,6,8,6,72,12909
1,2005,6,8,7,73,15039
1,2005,6,8,8,79,15997
1,2005,6,8,9,83,16499
1,2005,6,8,10,88,17638
1,2005,6,8,11,89,19377
1,2005,6,8,12,91,21065
1,2005,6,8,13,91,23256
1,2005,6,8,14,90,25010
1,2005,6,8,15,90,25946
1,2005,6,8,16,89,26553
1,2005,6,8,17,88,27009
1,2005,6,8,18,87,27122
1,2005,6,8,19,83,26835
1,2005,6,8,20,81,25887
1,2005,6,8,21,79,24525
1,2005,6,8,22,79,24241
1,2005,6,8,23,77,21241
1,2005,6,8,24,77,17910
1,2005,6,9,1,78,15432
1,2005,6,9,2,78,13923
1,2005,6,9,3,76,12831
1,2005,6,9,4,75,12262
1,2005,6,9,5,74,12293
1,2005,6,9,6,74,13168
1,2005,6,9,7,78,15206
1,2005,6,9,8,79,16245
1,2005,6,9,9,83,17232
1,2005,6,9,10,84,18471
1,2005,6,9,11,86,20211
1,2005,6,9,12,86,21672
1,2005,6,9,13,87,22873
1,2005,6,9,14,87,24160
1,2005,6,9,15,86,24639
1,2005,6,9,16,85,24448
1,2005,6,9,17,86,25203
1,2005,6,9,18,86,25392
1,2005,6,9,19,83,22981
1,2005,6,9,20,80,22909
1,2005,6,9,21,80,22335
1,2005,6,9,22,80,21925
1,2005,6,9,23,80,19235
1,2005,6,9,24,78,16441
1,2005,6,10,1,78,14233
1,2005,6,10,2,78,12954
1,2005,6,10,3,78,12304
1,2005,6,10,4,77,11970
1,2005,6,10,5,77,12226
1,2005,6,10,6,78,13338
1,2005,6,10,7,78,15489
1,2005,6,10,8,79,16821
1,2005,6,10,9,80,17202
1,2005,6,10,10,82,17956
1,2005,6,10,11,86,18995
1,2005,6,10,12,86,20718
1,2005,6,10,13,87,22121
1,2005,6,10,14,87,24187
1,2005,6,10,15,87,25343
1,2005,6,10,16,86,26943
1,2005,6,10,17,84,27947
1,2005,6,10,18,84,27712
1,2005,6,10,19,81,26640
1,2005,6,10,20,79,25755
1,2005,6,10,21,78,24802
1,2005,6,10,22,76,24473
1,2005,6,10,23,76,21444
1,2005,6,10,24,76,18268
1,2005,6,11,10,82,19304
1,2005,6,11,11,86,20101
1,2005,6,11,12,86,21117
1,2005,6,11,13,87,22790
1,2005,6,11,14,87,23857
1,2005,6,11,15,87,25120
1,2005,6,11,16,85,25713
1,2005,6,11,17,85,25951
1,2005,6,11,18,83,26155
1,2005,6,11,19,81,25128
1,2005,6,11,20,80,23255
1,2005,6,11,21,78,21938
1,2005,6,11,22,78,21405
1,2005,6,11,23,78,19198
1,2005,6,11,24,78,16083
1,2005,6,12,5,74,10639
1,2005,6,12,6,74,10795
1,2005,6,12,7,77,11451
1,2005,6,12,8,79,14057
1,2005,6,12,9,83,17099
1,2005,6,12,10,84,19446
1,2005,6,12,11,83,21076
1,2005,6,12,12,87,21673
1,2005,6,12,13,85,21659
1,2005,6,12,14,88,22456
1,2005,6,12,15,87,22893
1,2005,6,12,16,87,23550
1,2005,6,12,17,86,24105
1,2005,6,12,18,84,24713
1,2005,6,12,19,82,24290
1,2005,6,12,20,81,23238
1,2005,6,12,21,80,22098
1,2005,6,12,22,80,21796
1,2005,6,12,23,80,20213
1,2005,6,12,24,78,17396
1,2005,6,13,1,80,15416
1,2005,6,13,2,79,14390
1,2005,6,13,3,79,13747
1,2005,6,13,4,79,13357
1,2005,6,13,5,79,13335
1,2005,6,13,6,77,14379
1,2005,6,13,7,79,15891
1,2005,6,13,8,80,17009
1,2005,6,13,9,82,17611
1,2005,6,13,10,83,18844
1,2005,6,13,11,88,19938
1,2005,6,13,12,87,20671
1,2005,6,13,13,89,21683
1,2005,6,13,14,90,23256
1,2005,6,13,15,90,25044
1,2005,6,13,16,90,25964
1,2005,6,13,17,92,26508
1,2005,6,13,18,90,27406
1,2005,6,13,19,90,28005
1,2005,6,13,20,84,27302
1,2005,6,13,21,82,26239
1,2005,6,13,22,82,25601
1,2005,6,13,23,82,22566
1,2005,6,13,24,81,19414
1,2005,6,14,1,81,16687
1,2005,6,14,2,81,14850
1,2005,6,14,3,82,13635
1,2005,6,14,4,81,12870
1,2005,6,14,5,81,12744
1,2005,6,14,6,81,13718
1,2005,6,14,7,82,15025
1,2005,6,14,8,84,16827
1,2005,6,14,9,88,18513
1,2005,6,14,10,88,20657
1,2005,6,14,11,90,22842
1,2005,6,14,12,92,24908
1,2005,6,14,13,92,26847
1,2005,6,14,14,93,28098
1,2005,6,14,15,95,29624
1,2005,6,14,16,96,31164
1,2005,6,14,17,96,32324
1,2005,6,14,18,94,33117
1,2005,6,14,19,92,32932
1,2005,6,14,20,88,31580
1,2005,6,14,21,85,30108
1,2005,6,14,22,83,28870
1,2005,6,14,23,83,25193
1,2005,6,14,24,82,21105
1,2005,6,15,1,82,17944
1,2005,6,15,2,83,16070
1,2005,6,15,3,81,14823
1,2005,6,15,4,82,13912
1,2005,6,15,5,82,13852
1,2005,6,15,6,81,14303
1,2005,6,15,7,82,15804
1,2005,6,15,8,86,17404
1,2005,6,15,9,88,19076
1,2005,6,15,10,89,20722
1,2005,6,15,11,90,22375
1,2005,6,15,12,92,23684
1,2005,6,15,13,94,24669
1,2005,6,15,14,94,25585
1,2005,6,15,15,96,26271
1,2005,6,15,16,96,27834
1,2005,6,15,17,94,29077
1,2005,6,15,18,91,29664
1,2005,6,15,19,91,29266
1,2005,6,15,20,88,27535
1,2005,6,15,21,82,25605
1,2005,6,15,22,80,24406
1,2005,6,15,23,78,21159
1,2005,6,15,24,77,17414
1,2005,6,16,1,75,14622
1,2005,6,16,2,75,13193
1,2005,6,16,3,74,12067
1,2005,6,16,4,72,11524
1,2005,6,16,5,74,11602
1,2005,6,16,6,71,12532
1,2005,6,16,7,76,14229
1,2005,6,16,8,82,15227
1,2005,6,16,9,84,16592
1,2005,6,16,10,86,17837
1,2005,6,16,11,88,19533
1,2005,6,16,12,90,20858
1,2005,6,16,13,90,21873
1,2005,6,16,14,92,22716
1,2005,6,16,15,92,23244
1,2005,6,16,16,92,24176
1,2005,6,16,17,92,24704
1,2005,6,16,18,90,25474
1,2005,6,16,19,85,24745
1,2005,6,16,20,83,23069
1,2005,6,16,21,82,21514
1,2005,6,16,22,81,21066
1,2005,6,16,23,80,18401
1,2005,6,16,24,78,15258
1,2005,6,17,1,76,12935
1,2005,6,17,2,75,11555
1,2005,6,17,3,74,10951
1,2005,6,17,4,73,10630
1,2005,6,17,5,72,10728
1,2005,6,17,6,71,11644
1,2005,6,17,7,72,12829
1,2005,6,17,8,77,14213
1,2005,6,17,9,79,15062
1,2005,6,17,10,80,15922
1,2005,6,17,11,80,16762
1,2005,6,17,12,82,17201
1,2005,6,17,13,83,17664
1,2005,6,17,14,86,18585
1,2005,6,17,15,84,19328
1,2005,6,17,16,82,20575
1,2005,6,17,17,82,21734
1,2005,6,17,18,81,22693
1,2005,6,17,19,78,22639
1,2005,6,17,20,78,21105
1,2005,6,17,21,74,19267
1,2005,6,17,22,70,18700
1,2005,6,17,23,67,16287
1,2005,6,17,24,66,13703
1,2005,6,18,1,65,11600
1,2005,6,18,2,65,10250
1,2005,6,18,3,64,9569
1,2005,6,18,4,64,9317
1,2005,6,18,5,63,9234
1,2005,6,18,6,62,9533
1,2005,6,18,7,67,10377
1,2005,6,18,8,73,12005
1,2005,6,18,9,76,13962
1,2005,6,18,10,80,15329
1,2005,6,18,11,82,16277
1,2005,6,18,12,82,17296
1,2005,6,18,13,82,18597
1,2005,6,18,14,82,19567
1,2005,6,18,15,84,19738
1,2005,6,18,16,83,20174
1,2005,6,18,17,83,19752
1,2005,6,18,18,83,19402
1,2005,6,18,19,81,19183
1,2005,6,18,20,76,18319
1,2005,6,18,21,72,17346
1,2005,6,18,22,70,17407
1,2005,6,18,23,69,15908
1,2005,6,18,24,67,13452
1,2005,6,19,1,67,11494
1,2005,6,19,2,67,10177
1,2005,6,19,3,65,9612
1,2005,6,19,4,65,9346
1,2005,6,19,5,64,9289
1,2005,6,19,6,64,9401
1,2005,6,19,7,70,9996
1,2005,6,19,8,73,11905
1,2005,6,19,9,76,14582
1,2005,6,19,10,80,16151
1,2005,6,19,11,80,16336
1,2005,6,19,12,80,16600
1,2005,6,19,13,80,16979
1,2005,6,19,14,80,17366
1,2005,6,19,15,80,17582
1,2005,6,19,16,78,17416
1,2005,6,19,17,76,17493
1,2005,6,19,18,72,17617
1,2005,6,19,19,71,17396
1,2005,6,19,20,70,17227
1,2005,6,19,21,69,17307
1,2005,6,19,22,68,17488
1,2005,6,19,23,68,16282
1,2005,6,19,24,67,13899
1,2005,6,27,1,76,14747
1,2005,6,27,2,74,13443
1,2005,6,27,3,74,12768
1,2005,6,27,4,74,12268
1,2005,6,27,5,76,12192
1,2005,6,27,6,76,13111
1,2005,6,27,7,77,14675
1,2005,6,27,8,78,16090
1,2005,6,27,9,80,18154
1,2005,6,27,10,80,20744
1,2005,6,27,11,81,22487
1,2005,6,27,12,84,24496
1,2005,6,27,13,84,26175
1,2005,6,27,14,85,27651
1,2005,6,27,15,88,28869
1,2005,6,27,16,87,30283
1,2005,6,27,17,88,31541
1,2005,6,27,18,88,31967
1,2005,6,27,19,84,31968
1,2005,6,27,20,82,30062
1,2005,6,27,21,82,28446
1,2005,6,27,22,81,26361
1,2005,6,27,23,81,22452
1,2005,6,27,24,81,18796
1,2005,6,28,1,80,16167
1,2005,6,28,2,79,14802
1,2005,6,28,3,79,13805
1,2005,6,28,4,80,13137
1,2005,6,28,5,80,13096
1,2005,6,28,6,78,13801
1,2005,6,28,7,80,15235
1,2005,6,28,8,81,16448
1,2005,6,28,9,83,17129
1,2005,6,28,10,86,18138
1,2005,6,28,11,89,18967
1,2005,6,28,12,89,19757
1,2005,6,28,13,91,21419
1,2005,6,28,14,92,22781
1,2005,6,28,15,92,23503
1,2005,6,28,16,90,24145
1,2005,6,28,17,89,24524
1,2005,6,28,18,85,25435
1,2005,6,28,19,84,25317
1,2005,6,28,20,82,24555
1,2005,6,28,21,81,23546
1,2005,6,28,22,80,23312
1,2005,6,28,23,79,20901
1,2005,6,28,24,79,17207
1,2005,6,29,1,79,15113
1,2005,6,29,2,78,13949
1,2005,6,29,3,78,13142
1,2005,6,29,4,78,12760
1,2005,6,29,5,78,12888
1,2005,6,29,6,79,13887
1,2005,6,29,7,79,15730
1,2005,6,29,8,79,16749
1,2005,6,29,9,79,17432
1,2005,6,29,10,76,18385
1,2005,6,29,11,78,19850
1,2005,6,29,12,77,21562
1,2005,6,29,13,79,24005
1,2005,6,29,14,77,26494
1,2005,6,29,15,76,28076
1,2005,6,29,16,76,27893
1,2005,6,29,17,78,24108
1,2005,6,29,18,78,25892
1,2005,6,29,19,78,25028
1,2005,6,29,20,78,24388
1,2005,6,29,21,76,23394
1,2005,6,29,22,74,22893
1,2005,6,29,23,74,20775
1,2005,6,29,24,76,17415
1,2005,6,30,1,76,14772
1,2005,6,30,2,74,13382
1,2005,6,30,3,74,12621
1,2005,6,30,4,74,11996
1,2005,6,30,5,74,11922
1,2005,6,30,6,74,12913
1,2005,6,30,7,74,14524
1,2005,6,30,8,78,15658
1,2005,6,30,9,81,17014
1,2005,6,30,10,84,19156
1,2005,6,30,11,84,21865
1,2005,6,30,12,86,24527
1,2005,6,30,13,86,27021
1,2005,6,30,14,88,28861
1,2005,6,30,15,88,29747
1,2005,6,30,16,88,30794
1,2005,6,30,17,87,31828
1,2005,6,30,18,87,32141
1,2005,6,30,19,85,31065
1,2005,6,30,20,83,29287
1,2005,6,30,21,81,28044
1,2005,6,30,22,79,27346
1,2005,6,30,23,76,24094
1,2005,6,30,24,78,20472
1,2005,7,1,1,76,17618
1,2005,7,1,2,75,15939
1,2005,7,1,3,73,14654
1,2005,7,1,4,73,13783
